Sample_ID,I_Ca_umol_per_mol,Mg_Ca_mmol_per_mol,delta13C,delta18O,Age_Ma,Reference,DOI
NY-269.2,0.077990384,1.022926145,,,964.7264438,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-273.9-Q,0.072091507,1.033662905,,,964.3693009,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-273.9-S,0.074425406,1.03312744,,,964.3693009,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-275.2,0.017881399,1.005720756,,,964.2705167,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-282.7,0.012248552,0.634153812,,,963.7006079,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-287,0.066900656,0.9267306,,,963.3738602,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-292,0.012094722,0.837832119,,,962.993921,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-297,0.064465682,0.018767183,,,962.6139818,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-305.5,0,0.044892829,,,961.9680851,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-310.2,0.113913276,0.953523495,,,961.6109422,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-312-Q,0.036492254,1.007717462,,,961.4741641,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-312-S,0.034126947,1.0174423,,,961.4741641,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-314.8,0.051429015,0.993610248,,,961.2613982,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-317.9,0.037224464,1.032517381,,,961.0258359,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-321,0.03680298,0.989998316,,,960.7902736,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-326-Q,0.051947488,1.021190936,,,960.4103343,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-326-S,0.0188092,1.063053109,,,960.4103343,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-329,0.024170177,1.01054776,,,960.1823708,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-333,0.206012928,1.021674246,,,959.8784195,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-335.6,0.278997339,0.989560353,,,959.6808511,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-337.3,0.134474216,1.012670667,,,959.5516717,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-341.2,0.1073581,0.97053716,,,959.2553191,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-343.9,0.104517989,0.954057663,,,959.050152,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-348.4,0.144629873,1.016067097,,,958.7082067,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-352,0.202811039,0.936547885,,,958.4346505,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-356.9,0.112330137,1.041460022,,,958.06231,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-361,0.044810173,1.053035976,,,957.7507599,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-365,0.453709103,1.022179552,,,957.4468085,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-370,0.081093963,1.004920015,,,957.0668693,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-375.9,0.475271192,1.010326639,,,956.618541,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-381.3,0.155629279,1.010618565,,,956.2082067,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-383.8,0.371859123,1.040000703,,,956.0182371,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-389.5,0.135343032,0.962940394,,,955.5851064,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-393.5,0,0.968594138,,,955.281155,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-395-Q,0.066234768,1.001821701,,,955.1671733,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-395-S,0.077284556,0.943438373,,,955.1671733,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-396.8,0.145461101,0.991415768,,,955.0303951,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-401.1,0.081069256,0.932150221,,,954.7036474,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-404.8,0.078576147,0.98562527,,,954.4224924,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
NY-407,0.051915287,1.006938779,,,954.2553191,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-3,0.018784886,0.019869501,,,954.0273556,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-6,0,0.012682262,,,953.7993921,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-10,0.076143671,0.013411487,,,953.4954407,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-10-MT,0.009436102,0.007514436,,,953.4954407,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-14.3,0.031085837,0.128117766,,,953.168693,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-18.1,0,0.152661088,,,952.8799392,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-23.9,0,0.336867874,,,952.4392097,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-27.2,0,0.474420453,,,952.1884498,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-31.3,0,0.066007567,,,951.8768997,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-32-Q,0.140229957,0.430220557,,,951.8237082,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-32-S,0.016113419,0.045561361,,,951.8237082,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-34.6,0,0.264503369,,,951.6261398,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-36.9,0,0.279040846,,,951.4513678,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-40.7,0,0.019295027,,,951.162614,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-42.6,0.00345498,0.41285735,,,951.0182371,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-42.6-MT,0,0.011096965,,,951.0182371,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-46.3,0,0.025802069,,,950.7370821,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-48.5,0.009399921,0.024991085,,,950.5699088,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-52,0,0.008034428,,,950.3039514,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-52-MT,0,0.015367407,,,950.3039514,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-55.4-MT,0,0.021796319,,,950.0455927,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
JDS-56.4,0.000530935,0.028258317,,,949.9696049,"Hou et al., 2025",https://doi.org/10.1029/2025JG008835
DD6,0.3777,0.0187,1.05,−5.22,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD8,0.4995,0.0901,1,−5.36,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD10,0.628,0.0373,0.99,−4.63,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD13,0.4352,0.0208,0.25,−5.22,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD14,0.5997,0.0187,0.63,−4.81,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD15,0.9546,0.0153,0.69,−4.44,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD17,0.3423,0.1577,0.8,−5.82,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD18,0.3515,0.0248,0.38,−5.76,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD20,0.1796,0.076,0.71,−5.97,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD21,0.3545,0.0456,−0.81,−4.72,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD22,0.2153,0.0238,1.35,−6.32,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD23,0.2507,0.0157,−0.17,−5.76,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD24,0.3667,0.0192,0.99,−6.29,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD25,0.1129,0.0152,1.29,−6.55,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD26,0.1756,0.0227,1.18,−6.45,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD27,0.3814,0.0243,1.28,−6.56,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD28,0.1971,0.0311,1.34,−6.36,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD30,0.2362,0.0625,1.28,−6.61,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD31,0.4614,0.0152,1.36,−6.30,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD32,0.2067,0.0241,1.28,−6.82,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD33,0.264,0.03,1.42,−6.49,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD34,0.2215,0.0212,1.41,−6.14,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD35,0.1351,0.0213,1.06,−6.37,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD36,0.1696,0.0203,0.99,−6.97,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD37,0.1069,0.0144,1.16,−6.29,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD38,0.1536,0.027,1.37,−6.53,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD41,0.0053,0.0192,2.08,−6.50,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD42,0.2976,0.0203,2.16,−6.70,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD43,0.3308,0.0164,2.22,−6.72,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD44,0.028,0.1201,2.32,−6.35,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD45,0.1577,0.0219,1.83,−6.89,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD46,0.2435,0.0306,2.22,−6.59,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD47,0.0971,0.0226,2.48,−6.76,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD48,0.4423,0.0226,2.83,−6.86,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD49,0.1375,0.0278,2.59,−6.79,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD50,0.4309,0.0117,2.55,−6.66,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD51,0.0447,0.0507,2.66,−6.38,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD52,0.079,0.0208,2.45,−6.75,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD53,0.0743,0.0453,1.67,−7.09,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD54,0.3227,0.0528,2.09,−6.66,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD55,0.1948,0.0241,2.06,−6.82,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD56,0.2051,0.0209,2.57,−6.84,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD57,0.7587,0.011,2.24,−6.87,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD58,0.1906,0.02,2.67,−7.09,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD59,0.2974,0.0185,2.34,−6.97,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD60,0.1375,0.0407,2.41,−6.71,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD61,0.1289,0.0179,2.47,−6.62,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD62,0.2958,0.0208,2.89,−6.64,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD64,0.2531,0.0477,2.02,−6.91,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD65,0.0798,0.0197,2.81,−6.82,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD66,0.2316,0.0204,2.53,−7.06,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD67,0.3543,0.0493,1.9,−6.50,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD68,0.4936,0.0204,2.1,−7.11,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD69,0.1716,0.0628,1.54,−6.65,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD70,0.2355,0.0472,2.31,−6.74,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD72,0.5373,0.0373,2.8,−6.52,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD74,0.9656,0.0972,2.55,−6.41,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD76,0.4181,0.0247,2.67,−6.42,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD77,0.3274,0.0193,2.22,−6.11,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD78,1.3023,0.0166,2.28,−6.67,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD79,0.3773,0.0245,2.54,−6.38,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
DD80,0.7346,0.0193,0.63,−6.19,125,"Jafarian et al., 2025",https://doi.org/10.1038/s41598-025-09471-4
K2-10,0.020954177,0.449958832,0.12,-8.03,508.6966,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-11,0.043530995,0.012387278,-1.83,-17.7,508.77868,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-13,0.056165588,0.064287715,-2.76,-15.68,508.90357,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-14,0.066587716,0.481728327,-0.7,-15.17,509.01429,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-15,0.123480433,0.293816525,-0.33,-11.47,509.08214,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-16,0.237260537,0.178992773,0.01,-14.91,509.16429,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-17,0.134469818,0.032839517,-0.72,-14.18,509.21071,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-18,0.083289843,0.032034568,-1.25,-13.29,509.325,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-19,0.109014127,0.05091248,-0.82,-14.12,509.36429,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-20,0.158019659,0.058963142,0.3,-15.34,509.48571,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-21,0.128517583,0.046438534,-0.05,-15.17,509.66429,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-22,0.249142558,0.386174192,0.01,-14.92,509.87857,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-23,0.118919102,0.042886512,-0.04,-15.27,510.06071,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-24,0.133019711,0.041389107,-0.22,-15.24,510.21429,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-25,0.148005587,0.16663502,-0.3,-13.41,510.37143,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-27,0.178295108,0.062323972,-0.89,-14.24,510.83929,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-28,0.147991607,0.159153837,-0.71,-13.04,510.99286,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-29,0.117972314,0.203991842,-0.61,-12.18,511.28571,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-30,0.087421186,0.125638263,-0.64,-13.3,511.47857,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-31,0.093160107,0.088636586,-0.73,-13.12,511.66429,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-32,0.081784965,0.141184264,-0.59,-12.52,511.85,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-33,0.081755297,0.135152728,-0.61,-12.02,512.01786,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-34,0.151613302,0.144519805,-0.61,-12.59,512.18929,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-35,0.09916691,0.088212002,-0.51,-12.88,512.36786,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-36,0.173186849,0.12609159,-0.53,-12.91,512.51786,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-38,0.09,0.148439047,-0.66,-14.22,512.84643,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-39,0.447230971,0.144003002,-0.63,-14.81,513.0536822,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-45,0.463777686,0.244275337,-0.63,-12.73,513.825,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-46,0.427841348,0.184849343,-0.18,-14.26,513.90357,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-48,0.329180953,0.15810284,0.06,-14.01,514.18214,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-49,0.14871368,0.02437155,0.83,-15.65,514.33571,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-50,0.31699313,0.473598384,-0.37,-13.61,514.49286,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
K2-55,0.323893524,0.013183955,2.46,-18.61,515.35,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-33,0.01,0.01,-6.23,-16.29,508.53846,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-39,0.01,0.01,-1.22,-16.06,509.19231,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-43,0.02,0.01,-1,-16.26,509.47692,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-44,0.03,0.01,-1.62,-16.61,509.57692,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-46,0.01,0.01,-2.92,-16.64,509.74615,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-58,0.01,0,-1.88,-12.1,510.83077,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-64,0.04,0.18,-0.47,-14.05,511.42308,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-65,0.02,0.2,-0.37,-12.9,511.53846,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-66,0.02,0.16,-0.32,-12.89,511.65385,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-68,0.04,0.28,-0.37,-12.31,511.86154,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-70,0.06,0.31,-0.88,-10.82,512.01538,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-71,0.04,0.24,-1,-11.86,512.11538,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-72,0.106414689,0.6,-0.66,-17.77,512.23077,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-75,0.01,0.02,,,512.56923,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-76,0.01,0.07,0,-16.56,512.68462,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-77,0.02,0.13,-0.4,-16.21,512.78462,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-79,0.05,0.14,-0.25,-14.13,,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-81,0.03,0.09,-0.54,-16.9,513.07692,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-83,0.009493054,0.12,-3.16,-17.12,513.29231,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
DC-89,0.05,0.06,-2.47,-18.28,513.96154,"Li et al., 2026",https://doi.org/10.1016/j.gloplacha.2025.105215
HÄ12-ÖP4,0.07,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-ÖP3,0.53,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-ÖP2,0.94,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-ÖP1,0.47,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-ÖP5,2.52,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-ÖP6,2.3,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12 ÖP7,1.65,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12 ÖP8,3.4,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12 ÖP9,3.09,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-1,1.5,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-2,1.81,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-5,2.79,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-8,3.75,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-10,4.27,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-12,3.6,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-15,2.36,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-17,2.82,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-38,2.57,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-34,1.74,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-28,3.43,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-31,4.47,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-27,3.94,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-23,5.35,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ12-20,4.11,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
HÄ15-32,3.2,,,,468,"Lindskog et al., 2023",https://doi.org/10.1038/s41561-023-01287-z
